Trade #,Typ,Datum und Uhrzeit,Signal,Preis USD,Größe (Menge),Größe (Wert),G&V netto USD,G&V netto %,Positive Exkursion USD,Positive Exkursion %,Negative Exkursion USD,Negative Exkursion %,Kumulativer G&V USD,Kumulativer G&V %
149,Short-Einstieg,2025-11-18 15:32,Short_178,24708.7,29,716552.3,-327.7,-0.05,104.4,0.01,-327.7,-0.05,14772.8,14.77
150,Short-Ausstieg,2025-11-18 15:33,S254 SL,24758.5,29,717645.6,-350.9,-0.05,0,0.00,-350.9,-0.05,14421.9,14.42
150,Short-Einstieg,2025-11-18 15:33,Short_254,24746.4,29,717645.6,-350.9,-0.05,0,0.00,-350.9,-0.05,14421.9,14.42
151,Short-Ausstieg,2025-11-18 15:33,S254 SL,24758.5,29,717645.6,-350.9,-0.05,0,0.00,-350.9,-0.05,14071,14.07
151,Short-Einstieg,2025-11-18 15:33,Short_254,24746.4,29,717645.6,-350.9,-0.05,0,0.00,-350.9,-0.05,14071,14.07
152,Short-Ausstieg,2025-11-19 15:36,S178 SL,24619.5,23,565961,-287.5,-0.05,326.6,0.06,-287.5,-0.05,13783.5,13.78
152,Short-Einstieg,2025-11-19 15:36,Short_178,24607,23,565961,-287.5,-0.05,326.6,0.06,-287.5,-0.05,13783.5,13.78
153,Short-Ausstieg,2025-11-19 15:36,S178 SL,24619.5,23,565961,-287.5,-0.05,326.6,0.06,-287.5,-0.05,13496,13.50
153,Short-Einstieg,2025-11-19 15:36,Short_178,24607,23,565961,-287.5,-0.05,326.6,0.06,-287.5,-0.05,13496,13.50
154,Long-Ausstieg,2025-11-20 15:35,L140 TP1,25149.7,28,702363.2,1828.4,0.26,1828.4,0.26,-100.8,-0.01,15324.4,15.32
154,Long-Einstieg,2025-11-20 15:33,Long_140,25084.4,28,702363.2,1828.4,0.26,1828.4,0.26,-100.8,-0.01,15324.4,15.32
155,Long-Ausstieg,2025-11-20 15:41,L140 SL,25082.4,28,702363.2,-56,-0.01,1982.4,0.28,-100.8,-0.01,15268.4,15.27
155,Long-Einstieg,2025-11-20 15:33,Long_140,25084.4,28,702363.2,-56,-0.01,1982.4,0.28,-100.8,-0.01,15268.4,15.27
156,Long-Ausstieg,2025-11-21 06:01,EOD_CLOSE,24109.7,1,25084.4,-974.7,-3.89,152.2,0.61,-1134.9,-4.52,14293.7,14.29
156,Long-Einstieg,2025-11-20 15:33,Long_140,25084.4,1,25084.4,-974.7,-3.89,152.2,0.61,-1134.9,-4.52,14293.7,14.29
157,Long-Ausstieg,2025-11-25 15:34,L078 TP1,24803.7,28,693518,985.6,0.14,985.6,0.14,0,0.00,15279.3,15.28
157,Long-Einstieg,2025-11-25 15:31,Long_078,24768.5,28,693518,985.6,0.14,985.6,0.14,0,0.00,15279.3,15.28
158,Long-Ausstieg,2025-11-25 15:40,L078 SL,24766.5,28,693518,-56,-0.01,1442,0.21,-56,-0.01,15223.3,15.22
158,Long-Einstieg,2025-11-25 15:31,Long_078,24768.5,28,693518,-56,-0.01,1442,0.21,-56,-0.01,15223.3,15.22
159,Long-Ausstieg,2025-11-26 06:01,EOD_CLOSE,25112.3,1,24768.5,343.8,1.39,369.6,1.49,-224.1,-0.90,15567.1,15.57
159,Long-Einstieg,2025-11-25 15:31,Long_078,24768.5,1,24768.5,343.8,1.39,369.6,1.49,-224.1,-0.90,15567.1,15.57
160,Long-Ausstieg,2025-12-11 15:34,L140 SL,25556.1,29,741489.4,-362.5,-0.05,841,0.11,-362.5,-0.05,15204.6,15.20
160,Long-Einstieg,2025-12-11 15:31,Long_140,25568.6,29,741489.4,-362.5,-0.05,841,0.11,-362.5,-0.05,15204.6,15.20
161,Long-Ausstieg,2025-12-11 15:34,L140 SL,25556.1,29,741489.4,-362.5,-0.05,841,0.11,-362.5,-0.05,14842.1,14.84
161,Long-Einstieg,2025-12-11 15:31,Long_140,25568.6,29,741489.4,-362.5,-0.05,841,0.11,-362.5,-0.05,14842.1,14.84
162,Long-Ausstieg,2025-12-12 15:50,L078 SL,25487.8,28,713974.8,-316.4,-0.04,310.8,0.04,-316.4,-0.04,14525.7,14.53
162,Long-Einstieg,2025-12-12 15:48,Long_078,25499.1,28,713974.8,-316.4,-0.04,310.8,0.04,-316.4,-0.04,14525.7,14.53
163,Long-Ausstieg,2025-12-12 15:50,L078 SL,25487.8,28,713974.8,-316.4,-0.04,310.8,0.04,-316.4,-0.04,14209.3,14.21
163,Long-Einstieg,2025-12-12 15:48,Long_078,25499.1,28,713974.8,-316.4,-0.04,310.8,0.04,-316.4,-0.04,14209.3,14.21
164,Long-Ausstieg,2025-12-15 00:01,EOD_CLOSE,25230.7,1,25499.1,-268.4,-1.05,52.7,0.21,-398.3,-1.56,13940.9,13.94
164,Long-Einstieg,2025-12-12 15:48,Long_078,25499.1,1,25499.1,-268.4,-1.05,52.7,0.21,-398.3,-1.56,13940.9,13.94
165,Short-Ausstieg,2025-12-16 15:37,S178 SL,25087.3,28,702128,-316.4,-0.05,0,0.00,-316.4,-0.05,13624.5,13.62
165,Short-Einstieg,2025-12-16 15:36,Short_178,25076,28,702128,-316.4,-0.05,0,0.00,-316.4,-0.05,13624.5,13.62
166,Short-Ausstieg,2025-12-16 15:37,S178 SL,25087.3,28,702128,-316.4,-0.05,0,0.00,-316.4,-0.05,13308.1,13.31
166,Short-Einstieg,2025-12-16 15:36,Short_178,25076,28,702128,-316.4,-0.05,0,0.00,-316.4,-0.05,13308.1,13.31
167,Short-Ausstieg,2025-12-16 15:51,S254 SL,25131.1,1,25076,-55.1,-0.22,120.1,0.48,-55.1,-0.22,13253,13.25
167,Short-Einstieg,2025-12-16 15:36,Short_178,25076,1,25076,-55.1,-0.22,120.1,0.48,-55.1,-0.22,13253,13.25
168,Short-Ausstieg,2025-12-16 15:51,S254 SL,25131.1,27,678234.6,-305.1,-0.04,54,0.01,-305.1,-0.04,12947.9,12.95
168,Short-Einstieg,2025-12-16 15:50,Short_254,25119.8,27,678234.6,-305.1,-0.04,54,0.01,-305.1,-0.04,12947.9,12.95
169,Short-Ausstieg,2025-12-16 15:51,S254 SL,25131.1,28,703354.4,-316.4,-0.04,56,0.01,-316.4,-0.04,12631.5,12.63
169,Short-Einstieg,2025-12-16 15:50,Short_254,25119.8,28,703354.4,-316.4,-0.04,56,0.01,-316.4,-0.04,12631.5,12.63
170,Short-Ausstieg,2025-12-17 06:01,EOD_CLOSE,25058.1,2,50239.6,123.4,0.25,387.2,0.77,-149.8,-0.30,12754.9,12.75
170,Short-Einstieg,2025-12-16 15:50,Short_254,25119.8,2,50239.6,123.4,0.25,387.2,0.77,-149.8,-0.30,12754.9,12.75
171,Short-Ausstieg,2025-12-19 15:32,S178 SL,25194.6,28,705132.4,-316.4,-0.04,249.2,0.04,-316.4,-0.04,12438.5,12.44
171,Short-Einstieg,2025-12-19 15:31,Short_178,25183.3,28,705132.4,-316.4,-0.04,249.2,0.04,-316.4,-0.04,12438.5,12.44
172,Short-Ausstieg,2025-12-19 15:32,S178 SL,25194.6,28,705132.4,-316.4,-0.04,249.2,0.04,-316.4,-0.04,12122.1,12.12
172,Short-Einstieg,2025-12-19 15:31,Short_178,25183.3,28,705132.4,-316.4,-0.04,249.2,0.04,-316.4,-0.04,12122.1,12.12
173,Short-Ausstieg,2025-12-19 15:43,S254 SL,25236.4,28,706302.8,-316.4,-0.04,1016.4,0.14,-316.4,-0.04,11805.7,11.81
173,Short-Einstieg,2025-12-19 15:39,Short_254,25225.1,28,706302.8,-316.4,-0.04,1016.4,0.14,-316.4,-0.04,11805.7,11.81
174,Short-Ausstieg,2025-12-19 15:43,S254 SL,25236.4,28,706302.8,-316.4,-0.04,1016.4,0.14,-316.4,-0.04,11489.3,11.49
174,Short-Einstieg,2025-12-19 15:39,Short_254,25225.1,28,706302.8,-316.4,-0.04,1016.4,0.14,-316.4,-0.04,11489.3,11.49
175,Long-Ausstieg,2025-12-26 15:33,L140 TP1,25681.2,28,718359.6,714,0.10,714,0.10,-308,-0.04,12203.3,12.20
175,Long-Einstieg,2025-12-26 15:31,Long_078,25655.7,28,718359.6,714,0.10,714,0.10,-308,-0.04,12203.3,12.20
176,Long-Ausstieg,2025-12-26 15:33,L078 TP1,25683.6,28,718359.6,781.2,0.11,781.2,0.11,-308,-0.04,12984.5,12.98
176,Long-Einstieg,2025-12-26 15:31,Long_078,25655.7,28,718359.6,781.2,0.11,781.2,0.11,-308,-0.04,12984.5,12.98
177,Long-Ausstieg,2025-12-26 15:36,L078 TP2,25706.6,28,718334.4,1450.4,0.20,1450.4,0.20,-282.8,-0.04,14434.9,14.43
177,Long-Einstieg,2025-12-26 15:31,Long_140,25654.8,28,718334.4,1450.4,0.20,1450.4,0.20,-282.8,-0.04,14434.9,14.43
178,Long-Ausstieg,2025-12-26 15:36,L140 TP2,25706.6,28,718334.4,1450.4,0.20,1450.4,0.20,-282.8,-0.04,15885.3,15.89
178,Long-Einstieg,2025-12-26 15:31,Long_140,25654.8,28,718334.4,1450.4,0.20,1450.4,0.20,-282.8,-0.04,15885.3,15.89
179,Long-Ausstieg,2026-01-08 15:32,L140 SL,25546.5,29,741211,-362.5,-0.05,571.3,0.08,-362.5,-0.05,15522.8,15.52
179,Long-Einstieg,2026-01-08 15:31,Long_140,25559,29,741211,-362.5,-0.05,571.3,0.08,-362.5,-0.05,15522.8,15.52
180,Long-Ausstieg,2026-01-08 15:32,L140 SL,25546.5,29,741211,-362.5,-0.05,571.3,0.08,-362.5,-0.05,15160.3,15.16
180,Long-Einstieg,2026-01-08 15:31,Long_140,25559,29,741211,-362.5,-0.05,571.3,0.08,-362.5,-0.05,15160.3,15.16
181,Short-Ausstieg,2026-01-13 15:51,S178 TP1,25784,29,750209.7,2473.7,0.33,2473.7,0.33,-110.2,-0.01,17634,17.63
181,Short-Einstieg,2026-01-13 15:41,Short_178,25869.3,29,750209.7,2473.7,0.33,2473.7,0.33,-110.2,-0.01,17634,17.63
182,Short-Ausstieg,2026-01-13 16:18,S178 TP2,25711.4,29,750209.7,4579.1,0.61,4579.1,0.61,-110.2,-0.01,22213.1,22.21
182,Short-Einstieg,2026-01-13 15:41,Short_178,25869.3,29,750209.7,4579.1,0.61,4579.1,0.61,-110.2,-0.01,22213.1,22.21
183,Long-Ausstieg,2026-01-29 15:35,L140 SL,25954.8,30,779019,-375,-0.05,432,0.06,-375,-0.05,21838.1,21.84
183,Long-Einstieg,2026-01-29 15:34,Long_140,25967.3,30,779019,-375,-0.05,432,0.06,-375,-0.05,21838.1,21.84
184,Long-Ausstieg,2026-01-29 15:35,L140 SL,25954.8,30,779019,-375,-0.05,432,0.06,-375,-0.05,21463.1,21.46
184,Long-Einstieg,2026-01-29 15:34,Long_140,25967.3,30,779019,-375,-0.05,432,0.06,-375,-0.05,21463.1,21.46
185,Long-Ausstieg,2026-01-30 06:01,EOD_CLOSE,25743.9,1,25967.3,-223.4,-0.86,14.4,0.06,-552,-2.13,21239.7,21.24
185,Long-Einstieg,2026-01-29 15:34,Long_140,25967.3,1,25967.3,-223.4,-0.86,14.4,0.06,-552,-2.13,21239.7,21.24
186,Long-Ausstieg,2026-02-03 15:31,L078 SL,25781.8,30,773838,-384,-0.05,0,0.00,-384,-0.05,20855.7,20.86
186,Long-Einstieg,2026-02-03 15:31,Long_078,25794.6,30,773838,-384,-0.05,0,0.00,-384,-0.05,20855.7,20.86
187,Long-Ausstieg,2026-02-03 15:31,L078 SL,25781.8,30,773838,-384,-0.05,0,0.00,-384,-0.05,20471.7,20.47
187,Long-Einstieg,2026-02-03 15:31,Long_078,25794.6,30,773838,-384,-0.05,0,0.00,-384,-0.05,20471.7,20.47
188,Long-Ausstieg,2026-02-03 15:33,L140 SL,25762.3,1,25794.6,-32.3,-0.13,0,0.00,-32.3,-0.13,20439.4,20.44
188,Long-Einstieg,2026-02-03 15:31,Long_078,25794.6,1,25794.6,-32.3,-0.13,0,0.00,-32.3,-0.13,20439.4,20.44
189,Long-Ausstieg,2026-02-03 15:33,L140 SL,25762.3,29,747434.4,-327.7,-0.04,559.7,0.07,-327.7,-0.04,20111.7,20.11
189,Long-Einstieg,2026-02-03 15:32,Long_140,25773.6,29,747434.4,-327.7,-0.04,559.7,0.07,-327.7,-0.04,20111.7,20.11
190,Long-Ausstieg,2026-02-03 15:33,L140 SL,25762.3,30,773208,-339,-0.04,579,0.07,-339,-0.04,19772.7,19.77
190,Long-Einstieg,2026-02-03 15:32,Long_140,25773.6,30,773208,-339,-0.04,579,0.07,-339,-0.04,19772.7,19.77
191,Long-Ausstieg,2026-02-04 06:01,EOD_CLOSE,25328.9,2,51547.2,-889.4,-1.73,38.6,0.07,-1325.8,-2.57,18883.3,18.88
191,Long-Einstieg,2026-02-03 15:32,Long_140,25773.6,2,51547.2,-889.4,-1.73,38.6,0.07,-1325.8,-2.57,18883.3,18.88
192,Long-Ausstieg,2026-02-06 15:32,L078 TP1,24704.1,29,713605.9,2813,0.39,2813,0.39,-84.1,-0.01,21696.3,21.70
192,Long-Einstieg,2026-02-06 15:32,Long_078,24607.1,29,713605.9,2813,0.39,2813,0.39,-84.1,-0.01,21696.3,21.70
193,Long-Ausstieg,2026-02-06 15:38,L078 TP2,24794.1,29,713605.9,5423,0.76,5423,0.76,-84.1,-0.01,27119.3,27.12
193,Long-Einstieg,2026-02-06 15:32,Long_078,24607.1,29,713605.9,5423,0.76,5423,0.76,-84.1,-0.01,27119.3,27.12
194,Long-Ausstieg,2026-02-09 00:01,EOD_CLOSE,25090.5,1,24607.1,483.4,1.96,515.4,2.09,-2.9,-0.01,27602.7,27.60
194,Long-Einstieg,2026-02-06 15:32,Long_078,24607.1,1,24607.1,483.4,1.96,515.4,2.09,-2.9,-0.01,27602.7,27.60
195,Long-Ausstieg,2026-02-12 15:46,L140 SL,25181.5,32,806208,-400,-0.05,0,0.00,-400,-0.05,27202.7,27.20
195,Long-Einstieg,2026-02-12 15:45,Long_140,25194,32,806208,-400,-0.05,0,0.00,-400,-0.05,27202.7,27.20
196,Long-Ausstieg,2026-02-12 15:46,L140 SL,25181.5,32,806208,-400,-0.05,0,0.00,-400,-0.05,26802.7,26.80
196,Long-Einstieg,2026-02-12 15:45,Long_140,25194,32,806208,-400,-0.05,0,0.00,-400,-0.05,26802.7,26.80
197,Short-Ausstieg,2026-02-17 15:31,S178 SL,24635.7,31,763325.4,-381.3,-0.05,0,0.00,-381.3,-0.05,26421.4,26.42
197,Short-Einstieg,2026-02-17 15:31,Short_178,24623.4,31,763325.4,-381.3,-0.05,0,0.00,-381.3,-0.05,26421.4,26.42
198,Short-Ausstieg,2026-02-17 15:31,S178 SL,24635.7,31,763325.4,-381.3,-0.05,0,0.00,-381.3,-0.05,26040.1,26.04
198,Short-Einstieg,2026-02-17 15:31,Short_178,24623.4,31,763325.4,-381.3,-0.05,0,0.00,-381.3,-0.05,26040.1,26.04
199,Short-Ausstieg,2026-02-17 15:34,S254 SL,24661.9,1,24623.4,-38.5,-0.16,42.5,0.17,-38.5,-0.16,26001.6,26.00
199,Short-Einstieg,2026-02-17 15:31,Short_178,24623.4,1,24623.4,-38.5,-0.16,42.5,0.17,-38.5,-0.16,26001.6,26.00
200,Short-Ausstieg,2026-02-17 15:34,S254 SL,24661.9,30,739518,-339,-0.05,0,0.00,-339,-0.05,25662.6,25.66
200,Short-Einstieg,2026-02-17 15:34,Short_254,24650.6,30,739518,-339,-0.05,0,0.00,-339,-0.05,25662.6,25.66
201,Short-Ausstieg,2026-02-17 15:34,S254 SL,24661.9,31,764168.6,-350.3,-0.05,0,0.00,-350.3,-0.05,25312.3,25.31
201,Short-Einstieg,2026-02-17 15:34,Short_254,24650.6,31,764168.6,-350.3,-0.05,0,0.00,-350.3,-0.05,25312.3,25.31
202,Short-Ausstieg,2026-02-18 06:01,EOD_CLOSE,24768,2,49301.2,-234.8,-0.48,543.2,1.10,-334,-0.68,25077.5,25.08
202,Short-Einstieg,2026-02-17 15:34,Short_254,24650.6,2,49301.2,-234.8,-0.48,543.2,1.10,-334,-0.68,25077.5,25.08
203,Short-Ausstieg,2026-02-18 15:45,S178 SL,24807.7,25,619880,-312.5,-0.05,947.5,0.15,-312.5,-0.05,24765,24.77
203,Short-Einstieg,2026-02-18 15:43,Short_178,24795.2,25,619880,-312.5,-0.05,947.5,0.15,-312.5,-0.05,24765,24.77
204,Short-Ausstieg,2026-02-18 15:45,S178 SL,24807.7,25,619880,-312.5,-0.05,947.5,0.15,-312.5,-0.05,24452.5,24.45
204,Short-Einstieg,2026-02-18 15:43,Short_178,24795.2,25,619880,-312.5,-0.05,947.5,0.15,-312.5,-0.05,24452.5,24.45
205,Long-Ausstieg,2026-02-19 15:44,L140 TP1,24782.5,31,765755.8,2501.7,0.33,2501.7,0.33,-226.3,-0.03,26954.2,26.95
205,Long-Einstieg,2026-02-19 15:36,Long_140,24701.8,31,765755.8,2501.7,0.33,2501.7,0.33,-226.3,-0.03,26954.2,26.95
206,Long-Ausstieg,2026-02-19 16:03,L140 TP2,24866.2,31,765755.8,5096.4,0.67,5096.4,0.67,-226.3,-0.03,32050.6,32.05
206,Long-Einstieg,2026-02-19 15:36,Long_140,24701.8,31,765755.8,5096.4,0.67,5096.4,0.67,-226.3,-0.03,32050.6,32.05
207,Long-Ausstieg,2026-02-24 15:33,L078 SL,24681.8,33,814872.3,-372.9,-0.05,287.1,0.04,-372.9,-0.05,31677.7,31.68
207,Long-Einstieg,2026-02-24 15:33,Long_078,24693.1,33,814872.3,-372.9,-0.05,287.1,0.04,-372.9,-0.05,31677.7,31.68
208,Long-Ausstieg,2026-02-24 15:33,L078 SL,24681.8,33,814872.3,-372.9,-0.05,287.1,0.04,-372.9,-0.05,31304.8,31.30
208,Long-Einstieg,2026-02-24 15:33,Long_078,24693.1,33,814872.3,-372.9,-0.05,287.1,0.04,-372.9,-0.05,31304.8,31.30
209,Long-Ausstieg,2026-02-24 15:40,L140 TP1,24776.6,33,813509.4,4118.4,0.51,4118.4,0.51,-339.9,-0.04,35423.2,35.42
209,Long-Einstieg,2026-02-24 15:36,Long_140,24651.8,33,813509.4,4118.4,0.51,4118.4,0.51,-339.9,-0.04,35423.2,35.42
210,Long-Ausstieg,2026-02-24 15:48,L140 TP2,24907.7,33,813509.4,8444.7,1.04,8444.7,1.04,-339.9,-0.04,43867.9,43.87
210,Long-Einstieg,2026-02-24 15:36,Long_140,24651.8,33,813509.4,8444.7,1.04,8444.7,1.04,-339.9,-0.04,43867.9,43.87
211,Short-Ausstieg,2026-02-27 15:43,S178 TP1,24753.6,36,894942,3812.4,0.43,3812.4,0.43,-7.2,0.00,47680.3,47.68
211,Short-Einstieg,2026-02-27 15:39,Short_178,24859.5,36,894942,3812.4,0.43,3812.4,0.43,-7.2,0.00,47680.3,47.68
212,Short-Ausstieg,2026-02-27 15:46,S178 SL,24861.5,36,894942,-72,-0.01,4485.6,0.50,-72,-0.01,47608.3,47.61
212,Short-Einstieg,2026-02-27 15:39,Short_178,24859.5,36,894942,-72,-0.01,4485.6,0.50,-72,-0.01,47608.3,47.61
