Trade #,Typ,Datum und Uhrzeit,Signal,Preis USD,Größe (Menge),Größe (Wert),G&V netto USD,G&V netto %,Positive Exkursion USD,Positive Exkursion %,Negative Exkursion USD,Negative Exkursion %,Kumulativer G&V USD,Kumulativer G&V %
105,Long-Ausstieg,2025-09-26 16:01,L140 TP2,24733,532,261818480,1340640,0.51,1340640,0.51,-106400,-0.04,6159740,6159.74
105,Long-Einstieg,2025-09-26 15:31,Long_078,24607,532,261818480,1340640,0.51,1340640,0.51,-106400,-0.04,6159740,6159.74
106,Short-Ausstieg,2025-10-01 15:33,S178 SL,24826.25,1252,621336300,-313000,-0.05,118940,0.02,-313000,-0.05,5846740,5846.74
106,Short-Einstieg,2025-10-01 15:32,Short_178,24813.75,1252,621336300,-313000,-0.05,118940,0.02,-313000,-0.05,5846740,5846.74
107,Short-Ausstieg,2025-10-01 15:33,S178 SL,24826.25,1252,621336300,-313000,-0.05,118940,0.02,-313000,-0.05,5533740,5533.74
107,Short-Einstieg,2025-10-01 15:32,Short_178,24813.75,1252,621336300,-313000,-0.05,118940,0.02,-313000,-0.05,5533740,5533.74
108,Long-Ausstieg,2025-10-02 15:34,L140 SL,25127.5,1408,707942400,-352000,-0.05,408320,0.06,-352000,-0.05,5181740,5181.74
108,Long-Einstieg,2025-10-02 15:31,Long_140,25140,1408,707942400,-352000,-0.05,408320,0.06,-352000,-0.05,5181740,5181.74
109,Long-Ausstieg,2025-10-02 15:34,L140 SL,25127.5,1408,707942400,-352000,-0.05,408320,0.06,-352000,-0.05,4829740,4829.74
109,Long-Einstieg,2025-10-02 15:31,Long_140,25140,1408,707942400,-352000,-0.05,408320,0.06,-352000,-0.05,4829740,4829.74
110,Long-Ausstieg,2025-10-03 06:01,EOD_CLOSE,25169,1,502800,580,0.12,705,0.14,-2925,-0.58,4830320,4830.32
110,Long-Einstieg,2025-10-02 15:31,Long_140,25140,1,502800,580,0.12,705,0.14,-2925,-0.58,4830320,4830.32
111,Short-Ausstieg,2025-10-08 15:32,S178 SL,25126.5,986,495248080,-246500,-0.05,142970,0.03,-246500,-0.05,4583820,4583.82
111,Short-Einstieg,2025-10-08 15:31,Short_178,25114,986,495248080,-246500,-0.05,142970,0.03,-246500,-0.05,4583820,4583.82
112,Short-Ausstieg,2025-10-08 15:32,S178 SL,25126.5,986,495248080,-246500,-0.05,142970,0.03,-246500,-0.05,4337320,4337.32
112,Short-Einstieg,2025-10-08 15:31,Short_178,25114,986,495248080,-246500,-0.05,142970,0.03,-246500,-0.05,4337320,4337.32
113,Short-Ausstieg,2025-10-17 15:37,S178 SL,24818.5,1109,550180445,-293885,-0.05,0,0.00,-293885,-0.05,4043435,4043.44
113,Short-Einstieg,2025-10-17 15:37,Short_178,24805.25,1109,550180445,-293885,-0.05,0,0.00,-293885,-0.05,4043435,4043.44
114,Short-Ausstieg,2025-10-17 15:37,S178 SL,24818.5,1109,550180445,-293885,-0.05,0,0.00,-293885,-0.05,3749550,3749.55
114,Short-Einstieg,2025-10-17 15:37,Short_178,24805.25,1109,550180445,-293885,-0.05,0,0.00,-293885,-0.05,3749550,3749.55
115,Short-Ausstieg,2025-10-17 15:54,S254 SL,24854.25,1,496105,-980,-0.20,2655,0.54,-980,-0.20,3748570,3748.57
115,Short-Einstieg,2025-10-17 15:37,Short_178,24805.25,1,496105,-980,-0.20,2655,0.54,-980,-0.20,3748570,3748.57
116,Short-Ausstieg,2025-10-17 15:54,S254 SL,24854.25,1108,550520880,-249300,-0.05,199440,0.04,-249300,-0.05,3499270,3499.27
116,Short-Einstieg,2025-10-17 15:53,Short_254,24843,1108,550520880,-249300,-0.05,199440,0.04,-249300,-0.05,3499270,3499.27
117,Short-Ausstieg,2025-10-17 15:54,S254 SL,24854.25,1109,551017740,-249525,-0.05,199620,0.04,-249525,-0.05,3249745,3249.75
117,Short-Einstieg,2025-10-17 15:53,Short_254,24843,1109,551017740,-249525,-0.05,199620,0.04,-249525,-0.05,3249745,3249.75
118,Short-Ausstieg,2025-10-20 00:01,EOD_CLOSE,25079,2,993720,-9440,-0.95,6720,0.68,-10250,-1.03,3240305,3240.31
118,Short-Einstieg,2025-10-17 15:53,Short_254,24843,2,993720,-9440,-0.95,6720,0.68,-10250,-1.03,3240305,3240.31
119,Short-Ausstieg,2025-10-22 15:55,S178 TP1,25266.5,668,337847680,287240,0.09,287240,0.09,-16700,0.00,3527545,3527.55
119,Short-Einstieg,2025-10-22 15:54,Short_178,25288,668,337847680,287240,0.09,287240,0.09,-16700,0.00,3527545,3527.55
120,Short-Ausstieg,2025-10-22 16:05,S178 TP2,25244,668,337847680,587840,0.17,587840,0.17,-16700,0.00,4115385,4115.39
120,Short-Einstieg,2025-10-22 15:54,Short_178,25288,668,337847680,587840,0.17,587840,0.17,-16700,0.00,4115385,4115.39
121,Short-Ausstieg,2025-10-29 14:37,S178 TP1,26263,843,443173530,379350,0.09,379350,0.09,-122235,-0.03,4494735,4494.73
121,Short-Einstieg,2025-10-29 14:31,Short_178,26285.5,843,443173530,379350,0.09,379350,0.09,-122235,-0.03,4494735,4494.73
122,Short-Ausstieg,2025-10-29 14:47,S178 SL,26287.5,843,443173530,-33720,-0.01,518445,0.12,-122235,-0.03,4461015,4461.01
122,Short-Einstieg,2025-10-29 14:31,Short_178,26285.5,843,443173530,-33720,-0.01,518445,0.12,-122235,-0.03,4461015,4461.01
123,Short-Ausstieg,2025-11-05 15:50,S178 SL,25625.5,912,467181120,-228000,-0.05,228000,0.05,-228000,-0.05,4233015,4233.02
123,Short-Einstieg,2025-11-05 15:48,Short_178,25613,912,467181120,-228000,-0.05,228000,0.05,-228000,-0.05,4233015,4233.02
124,Short-Ausstieg,2025-11-05 15:50,S178 SL,25625.5,912,467181120,-228000,-0.05,228000,0.05,-228000,-0.05,4005015,4005.02
124,Short-Einstieg,2025-11-05 15:48,Short_178,25613,912,467181120,-228000,-0.05,228000,0.05,-228000,-0.05,4005015,4005.02
125,Long-Ausstieg,2025-11-06 15:51,L140 SL,25581.25,1026,525183750,-256500,-0.05,1631340,0.31,-256500,-0.05,3748515,3748.52
125,Long-Einstieg,2025-11-06 15:41,Long_140,25593.75,1026,525183750,-256500,-0.05,1631340,0.31,-256500,-0.05,3748515,3748.52
126,Long-Ausstieg,2025-11-06 15:51,L140 SL,25581.25,1026,525183750,-256500,-0.05,1631340,0.31,-256500,-0.05,3492015,3492.02
126,Long-Einstieg,2025-11-06 15:41,Long_140,25593.75,1026,525183750,-256500,-0.05,1631340,0.31,-256500,-0.05,3492015,3492.02
127,Long-Ausstieg,2025-11-07 06:01,EOD_CLOSE,25253,1,511875,-6815,-1.33,1590,0.31,-8635,-1.69,3485200,3485.20
127,Long-Einstieg,2025-11-06 15:41,Long_140,25593.75,1,511875,-6815,-1.33,1590,0.31,-8635,-1.69,3485200,3485.20
128,Long-Ausstieg,2025-11-11 15:50,L078 SL,25560.75,896,458250240,-201600,-0.04,22400,0.00,-201600,-0.04,3283600,3283.60
128,Long-Einstieg,2025-11-11 15:50,Long_078,25572,896,458250240,-201600,-0.04,22400,0.00,-201600,-0.04,3283600,3283.60
129,Long-Ausstieg,2025-11-11 15:50,L078 SL,25560.75,896,458250240,-201600,-0.04,22400,0.00,-201600,-0.04,3082000,3082.00
129,Long-Einstieg,2025-11-11 15:50,Long_078,25572,896,458250240,-201600,-0.04,22400,0.00,-201600,-0.04,3082000,3082.00
130,Long-Ausstieg,2025-11-12 06:01,EOD_CLOSE,25719.25,1,511440,2945,0.58,3790,0.74,-1870,-0.37,3084945,3084.95
130,Long-Einstieg,2025-11-11 15:50,Long_078,25572,1,511440,2945,0.58,3790,0.74,-1870,-0.37,3084945,3084.95
131,Long-Ausstieg,2025-11-13 15:36,L140 SL,25375.5,796,404176960,-199000,-0.05,67660,0.02,-199000,-0.05,2885945,2885.95
131,Long-Einstieg,2025-11-13 15:36,Long_140,25388,796,404176960,-199000,-0.05,67660,0.02,-199000,-0.05,2885945,2885.95
132,Long-Ausstieg,2025-11-13 15:36,L140 SL,25375.5,796,404176960,-199000,-0.05,67660,0.02,-199000,-0.05,2686945,2686.95
132,Long-Einstieg,2025-11-13 15:36,Long_140,25388,796,404176960,-199000,-0.05,67660,0.02,-199000,-0.05,2686945,2686.95
133,Long-Ausstieg,2025-11-14 15:32,L078 SL,24669,696,343549080,-156600,-0.05,38280,0.01,-156600,-0.05,2530345,2530.35
